ionosphere-simulated-x
Budget : 0.4
Similarity Threshold : 0.9
Weight Threshold : 0.7


Number of classes : 2


MAPAL RESULTS

     index  train-micro-misclf-rate  test-micro-misclf-rate  train-macro-misclf-rate  test-macro-misclf-rate  n-labeled-samples  n-true-labels-0  n-false-labels-0  n-true-labels-1  n-false-labels-1  n-true-labels-2  n-false-labels-2  n-true-labels-3  n-false-labels-3  n-true-labels  n-false-labels     times
25      25                 0.295238                0.262411                 0.392405                0.393617                 17                3                 2                5                 1                4                 3                6                 1             18               7  0.020364
26      26                 0.300000                0.262411                 0.398734                0.393617                 17                4                 2                5                 1                4                 3                6                 1             19               7  0.020083
27      27                 0.276190                0.262411                 0.367089                0.393617                 18                4                 2                5                 1                5                 3                6                 1             20               7  0.020156
28      28                 0.276190                0.262411                 0.367089                0.393617                 19                4                 2                5                 1                6                 3                6                 1             21               7  0.020172
29      29                 0.276190                0.262411                 0.367089                0.393617                 20                4                 2                5                 2                6                 3                6                 1             21               8  0.020139
30      30                 0.280952                0.262411                 0.373418                0.393617                 21                4                 3                5                 2                6                 3                6                 1             21               9  0.020297
31      31                 0.276190                0.262411                 0.367089                0.393617                 22                4                 3                6                 2                6                 3                6                 1             22               9  0.019850
32      32                 0.271429                0.262411                 0.360759                0.393617                 23                4                 3                7                 2                6                 3                6                 1             23               9  0.019368
33      33                 0.271429                0.262411                 0.360759                0.393617                 24                4                 3                8                 2                6                 3                6                 1             24               9  0.020094
34      34                 0.266667                0.262411                 0.354430                0.393617                 25                4                 3                9                 2                6                 3                6                 1             25               9  0.019349
35      35                 0.261905                0.262411                 0.348101                0.393617                 26                4                 3               10                 2                6                 3                6                 1             26               9  0.019662
36      36                 0.261905                0.262411                 0.348101                0.393617                 27                5                 3               10                 2                6                 3                6                 1             27               9  0.019383
37      37                 0.257143                0.262411                 0.341772                0.393617                 28                5                 3               11                 2                6                 3                6                 1             28               9  0.019184
38      38                 0.257143                0.262411                 0.341772                0.393617                 29                6                 3               11                 2                6                 3                6                 1             29               9  0.019361
39      39                 0.252381                0.262411                 0.335443                0.393617                 30                7                 3               11                 2                6                 3                6                 1             30               9  0.019644
40      40                 0.247619                0.262411                 0.329114                0.393617                 31                7                 3               12                 2                6                 3                6                 1             31               9  0.019200
41      41                 0.247619                0.262411                 0.329114                0.393617                 32                7                 3               13                 2                6                 3                6                 1             32               9  0.020008
42      42                 0.247619                0.262411                 0.329114                0.393617                 33                7                 3               14                 2                6                 3                6                 1             33               9  0.019239
43      43                 0.242857                0.262411                 0.322785                0.393617                 34                8                 3               14                 2                6                 3                6                 1             34               9  0.019463
44      44                 0.238095                0.262411                 0.316456                0.393617                 35                9                 3               14                 2                6                 3                6                 1             35               9  0.019588
45      45                 0.238095                0.262411                 0.316456                0.393617                 36                9                 3               15                 2                6                 3                6                 1             36               9  0.020275
46      46                 0.238095                0.262411                 0.316456                0.393617                 37                9                 3               16                 2                6                 3                6                 1             37               9  0.019561
47      47                 0.233333                0.262411                 0.310127                0.393617                 38                9                 3               17                 2                6                 3                6                 1             38               9  0.019396
48      48                 0.233333                0.262411                 0.310127                0.393617                 39                9                 4               17                 2                6                 3                6                 1             38              10  0.019633
49      49                 0.233333                0.262411                 0.310127                0.393617                 40                9                 4               18                 2                6                 3                6                 1             39              10  0.045106
50      50                 0.228571                0.262411                 0.303797                0.393617                 41               10                 4               18                 2                6                 3                6                 1             40              10  0.019696
51      51                 0.228571                0.262411                 0.303797                0.393617                 42               11                 4               18                 2                6                 3                6                 1             41              10  0.019686
52      52                 0.223810                0.262411                 0.297468                0.393617                 43               11                 4               19                 2                6                 3                6                 1             42              10  0.020753
53      53                 0.219048                0.262411                 0.291139                0.393617                 44               11                 4               20                 2                6                 3                6                 1             43              10  0.020354
54      54                 0.219048                0.262411                 0.291139                0.393617                 45               11                 5               20                 2                6                 3                6                 1             43              11  0.019526
55      55                 0.219048                0.262411                 0.291139                0.393617                 46               11                 6               20                 2                6                 3                6                 1             43              12  0.019903
56      56                 0.214286                0.262411                 0.284810                0.393617                 47               11                 6               21                 2                6                 3                6                 1             44              12  0.021047
57      57                 0.214286                0.262411                 0.284810                0.393617                 48               11                 7               21                 2                6                 3                6                 1             44              13  0.019586
58      58                 0.209524                0.262411                 0.278481                0.393617                 49               12                 7               21                 2                6                 3                6                 1             45              13  0.019200
59      59                 0.204762                0.262411                 0.272152                0.393617                 50               13                 7               21                 2                6                 3                6                 1             46              13  0.019443
60      60                 0.209524                0.262411                 0.278481                0.393617                 51               13                 8               21                 2                6                 3                6                 1             46              14  0.020015
61      61                 0.214286                0.262411                 0.284810                0.393617                 52               13                 8               21                 3                6                 3                6                 1             46              15  0.020273
62      62                 0.209524                0.262411                 0.278481                0.393617                 53               13                 8               22                 3                6                 3                6                 1             47              15  0.019970
63      63                 0.209524                0.262411                 0.278481                0.393617                 54               13                 8               23                 3                6                 3                6                 1             48              15  0.019467
64      64                 0.214286                0.269504                 0.284810                0.404255                 55               13                 9               23                 3                6                 3                6                 1             48              16  0.020366
65      65                 0.209524                0.269504                 0.278481                0.404255                 56               13                 9               24                 3                6                 3                6                 1             49              16  0.019683
66      66                 0.204762                0.269504                 0.272152                0.404255                 57               13                 9               25                 3                6                 3                6                 1             50              16  0.019343
67      67                 0.200000                0.269504                 0.265823                0.404255                 58               13                 9               26                 3                6                 3                6                 1             51              16  0.019838
68      68                 0.195238                0.269504                 0.259494                0.404255                 59               14                 9               26                 3                6                 3                6                 1             52              16  0.019158
69      69                 0.190476                0.269504                 0.253165                0.404255                 60               15                 9               26                 3                6                 3                6                 1             53              16  0.019552
70      70                 0.190476                0.269504                 0.253165                0.404255                 61               15                10               26                 3                6                 3                6                 1             53              17  0.019902
71      71                 0.185714                0.269504                 0.246835                0.404255                 62               15                10               27                 3                6                 3                6                 1             54              17  0.020444
72      72                 0.185714                0.269504                 0.246835                0.404255                 63               16                10               27                 3                6                 3                6                 1             55              17  0.020007
73      73                 0.180952                0.269504                 0.240506                0.404255                 64               16                10               28                 3                6                 3                6                 1             56              17  0.020011
74      74                 0.176190                0.262411                 0.234177                0.393617                 65               17                10               28                 3                6                 3                6                 1             57              17  0.019808
75      75                 0.176190                0.262411                 0.234177                0.393617                 66               17                11               28                 3                6                 3                6                 1             57              18  0.019855
76      76                 0.176190                0.262411                 0.234177                0.393617                 67               17                12               28                 3                6                 3                6                 1             57              19  0.019839
77      77                 0.171429                0.262411                 0.227848                0.393617                 68               17                12               29                 3                6                 3                6                 1             58              19  0.019616
78      78                 0.166667                0.255319                 0.221519                0.382979                 69               18                12               29                 3                6                 3                6                 1             59              19  0.019734
79      79                 0.161905                0.255319                 0.215190                0.382979                 70               18                12               30                 3                6                 3                6                 1             60              19  0.020175
80      80                 0.157143                0.255319                 0.208861                0.382979                 71               19                12               30                 3                6                 3                6                 1             61              19  0.022696
81      81                 0.152381                0.255319                 0.202532                0.382979                 72               20                12               30                 3                6                 3                6                 1             62              19  0.021655
82      82                 0.147619                0.234043                 0.196203                0.351064                 73               21                12               30                 3                6                 3                6                 1             63              19  0.019889
83      83                 0.142857                0.226950                 0.189873                0.340426                 74               22                12               30                 3                6                 3                6                 1             64              19  0.020683
84      84                 0.142857                0.226950                 0.189873                0.340426                 75               23                12               30                 3                6                 3                6                 1             65              19  0.020297
85      85                 0.147619                0.226950                 0.193690                0.340426                 76               23                12               30                 4                6                 3                6                 1             65              20  0.019828
86      86                 0.147619                0.226950                 0.193690                0.340426                 77               24                12               30                 4                6                 3                6                 1             66              20  0.019795
87      87                 0.142857                0.226950                 0.187361                0.340426                 78               24                12               30                 4                7                 3                6                 1             67              20  0.020762
88      88                 0.133333                0.219858                 0.174703                0.329787                 79               24                12               30                 4                8                 3                6                 1             68              20  0.020774
89      89                 0.128571                0.212766                 0.168374                0.319149                 80               24                12               31                 4                8                 3                6                 1             69              20  0.020522
90      90                 0.128571                0.226950                 0.168374                0.340426                 81               24                12               31                 4                9                 3                6                 1             70              20  0.021081
91      91                 0.123810                0.226950                 0.162045                0.340426                 82               24                12               32                 4                9                 3                6                 1             71              20  0.020341
92      92                 0.123810                0.226950                 0.162045                0.340426                 83               24                12               32                 4                9                 4                6                 1             71              21  0.020454
93      93                 0.123810                0.219858                 0.162045                0.329787                 84               24                12               32                 4               10                 4                6                 1             72              21  0.019675
94      94                 0.123810                0.234043                 0.162045                0.351064                 85               24                13               32                 4               10                 4                6                 1             72              22  0.020191
95      95                 0.123810                0.234043                 0.162045                0.351064                 86               24                13               32                 4               10                 5                6                 1             72              23  0.020077
96      96                 0.119048                0.219858                 0.155716                0.329787                 87               25                13               32                 4               10                 5                6                 1             73              23  0.020427
97      97                 0.119048                0.219858                 0.155716                0.329787                 87               26                13               32                 4               10                 5                6                 1             74              23  0.020199
98      98                 0.119048                0.219858                 0.153203                0.329787                 88               26                13               32                 4               10                 5                7                 1             75              23  0.020525
99      99                 0.123810                0.219858                 0.157020                0.329787                 89               26                13               32                 4               10                 6                7                 1             75              24  0.020118
100    100                 0.123810                0.219858                 0.157020                0.329787                 90               27                13               32                 4               10                 6                7                 1             76              24  0.019978
101    101                 0.152381                0.234043                 0.179921                0.335106                 91               27                13               32                 4               10                 7                7                 1             76              25  0.023314
102    102                 0.161905                0.297872                 0.182530                0.372340                 91               27                14               32                 4               10                 7                7                 1             76              26  0.021133
103    103                 0.180952                0.319149                 0.197797                0.388298                 92               27                14               32                 4               11                 7                7                 1             77              26  0.021029
104    104                 0.195238                0.333333                 0.209247                0.398936                 93               27                14               32                 4               11                 8                7                 1             77              27  0.021498
105    105                 0.185714                0.312057                 0.201614                0.382979                 94               27                14               32                 4               12                 8                7                 1             78              27  0.021472
106    106                 0.195238                0.333333                 0.209247                0.398936                 95               27                14               32                 4               12                 9                7                 1             78              28  0.020645
107    107                 0.233333                0.382979                 0.237269                0.436170                 95               27                14               32                 4               12                10                7                 1             78              29  0.020457
108    108                 0.219048                0.368794                 0.228331                0.425532                 96               28                14               32                 4               12                10                7                 1             79              29  0.022636
109    109                 0.185714                0.319149                 0.204126                0.393617                 96               29                14               32                 4               12                10                7                 1             80              29  0.020759
110    110                 0.161905                0.269504                 0.187554                0.372340                 97               29                14               33                 4               12                10                7                 1             81              29  0.020804
111    111                 0.128571                0.234043                 0.160837                0.345745                 98               29                15               33                 4               12                10                7                 1             81              30  0.020054
112    112                 0.123810                0.226950                 0.157020                0.340426                 99               29                15               34                 4               12                10                7                 1             82              30  0.018783
113    113                 0.119048                0.226950                 0.150691                0.340426                100               29                15               35                 4               12                10                7                 1             83              30  0.018733
114    114                 0.119048                0.226950                 0.150691                0.340426                101               29                15               36                 4               12                10                7                 1             84              30  0.019283
115    115                 0.119048                0.226950                 0.150691                0.340426                101               30                15               36                 4               12                10                7                 1             85              30  0.018898
116    116                 0.119048                0.219858                 0.150691                0.329787                102               30                15               37                 4               12                10                7                 1             86              30  0.018950
117    117                 0.119048                0.219858                 0.150691                0.329787                103               31                15               37                 4               12                10                7                 1             87              30  0.018619
118    118                 0.119048                0.219858                 0.150691                0.329787                103               31                15               37                 4               12                10                8                 1             88              30  0.018528
119    119                 0.114286                0.212766                 0.144362                0.319149                104               32                15               37                 4               12                10                8                 1             89              30  0.018835
120    120                 0.114286                0.212766                 0.144362                0.319149                105               33                15               37                 4               12                10                8                 1             90              30  0.019415
121    121                 0.114286                0.226950                 0.144362                0.340426                106               33                15               37                 4               12                10                9                 1             91              30  0.019837
122    122                 0.114286                0.226950                 0.144362                0.340426                107               33                15               37                 4               12                10               10                 1             92              30  0.018793
123    123                 0.119048                0.234043                 0.150691                0.351064                107               33                15               37                 4               12                10               10                 2             92              31  0.018607
124    124                 0.119048                0.234043                 0.150691                0.351064                108               34                15               37                 4               12                10               10                 2             93              31  0.018630
125    125                 0.119048                0.241135                 0.150691                0.361702                108               34                16               37                 4               12                10               10                 2             93              32  0.018191
126    126                 0.119048                0.241135                 0.150691                0.361702                109               35                16               37                 4               12                10               10                 2             94              32  0.017825
127    127                 0.114286                0.241135                 0.146874                0.361702                109               36                16               37                 4               12                10               10                 2             95              32  0.017839
128    128                 0.114286                0.241135                 0.146874                0.361702                109               36                16               37                 4               12                10               11                 2             96              32  0.018897
129    129                 0.114286                0.241135                 0.146874                0.361702                109               36                16               37                 4               12                10               12                 2             97              32  0.019192
130    130                 0.114286                0.241135                 0.146874                0.361702                110               37                16               37                 4               12                10               12                 2             98              32  0.017444
131    131                 0.109524                0.241135                 0.140545                0.361702                110               38                16               37                 4               12                10               12                 2             99              32  0.017199
132    132                 0.109524                0.241135                 0.140545                0.361702                110               38                16               38                 4               12                10               12                 2            100              32  0.017607
133    133                 0.109524                0.226950                 0.140545                0.340426                111               38                16               38                 4               12                10               13                 2            101              32  0.017591
134    134                 0.114286                0.234043                 0.146874                0.351064                111               38                16               38                 4               12                10               13                 3            101              33  0.018488
135    135                 0.109524                0.226950                 0.140545                0.340426                111               38                16               38                 4               13                10               13                 3            102              33  0.017503
136    136                 0.114286                0.212766                 0.144362                0.319149                112               38                17               38                 4               13                10               13                 3            102              34  0.017140
137    137                 0.114286                0.212766                 0.144362                0.319149                113               39                17               38                 4               13                10               13                 3            103              34  0.019336
138    138                 0.114286                0.219858                 0.144362                0.329787                113               39                17               38                 4               13                10               13                 4            103              35  0.018057
139    139                 0.114286                0.212766                 0.144362                0.319149                114               39                17               38                 4               13                10               14                 4            104              35  0.020907
140    140                 0.114286                0.219858                 0.144362                0.329787                114               40                17               38                 4               13                10               14                 4            105              35  0.017519
141    141                 0.114286                0.219858                 0.144362                0.329787                114               40                17               38                 4               13                10               15                 4            106              35  0.017223
142    142                 0.114286                0.219858                 0.144362                0.329787                115               40                17               39                 4               13                10               15                 4            107              35  0.016824
143    143                 0.114286                0.219858                 0.144362                0.329787                116               41                17               39                 4               13                10               15                 4            108              35  0.016564
144    144                 0.109524                0.219858                 0.140545                0.329787                117               41                17               39                 4               13                10               16                 4            109              35  0.017776
145    145                 0.114286                0.219858                 0.146874                0.329787                117               41                18               39                 4               13                10               16                 4            109              36  0.017105
146    146                 0.109524                0.219858                 0.140545                0.329787                117               41                18               39                 4               13                10               17                 4            110              36  0.016121
147    147                 0.109524                0.219858                 0.140545                0.329787                117               41                18               39                 4               13                10               18                 4            111              36  0.017361
148    148                 0.109524                0.219858                 0.140545                0.329787                118               41                18               39                 4               13                10               19                 4            112              36  0.015933
149    149                 0.104762                0.219858                 0.136728                0.329787                118               42                18               39                 4               13                10               19                 4            113              36  0.015758
150    150                 0.109524                0.219858                 0.140545                0.329787                118               42                18               39                 4               13                10               19                 5            113              37  0.016038
151    151                 0.109524                0.219858                 0.140545                0.329787                118               43                18               39                 4               13                10               19                 5            114              37  0.015698
152    152                 0.109524                0.219858                 0.140545                0.329787                118               44                18               39                 4               13                10               19                 5            115              37  0.016266
153    153                 0.109524                0.219858                 0.140545                0.329787                118               44                18               40                 4               13                10               19                 5            116              37  0.015836
154    154                 0.109524                0.219858                 0.140545                0.329787                118               44                18               40                 4               13                10               20                 5            117              37  0.015419
155    155                 0.114286                0.219858                 0.146874                0.329787                118               44                18               40                 4               13                10               20                 6            117              38  0.015870
156    156                 0.109524                0.219858                 0.140545                0.329787                118               45                18               40                 4               13                10               20                 6            118              38  0.016490
157    157                 0.114286                0.212766                 0.146874                0.319149                118               45                19               40                 4               13                10               20                 6            118              39  0.016586
158    158                 0.109524                0.212766                 0.140545                0.319149                118               45                19               40                 4               13                10               21                 6            119              39  0.017166
159    159                 0.109524                0.212766                 0.140545                0.319149                118               46                19               40                 4               13                10               21                 6            120              39  0.017183
160    160                 0.109524                0.212766                 0.140545                0.319149                118               46                19               40                 4               13                10               22                 6            121              39  0.016600
161    161                 0.109524                0.212766                 0.140545                0.319149                118               47                19               40                 4               13                10               22                 6            122              39  0.016821
162    162                 0.104762                0.212766                 0.134216                0.319149                118               47                19               40                 4               13                10               23                 6            123              39  0.017433
163    163                 0.104762                0.212766                 0.134216                0.319149                118               47                19               41                 4               13                10               23                 6            124              39  0.017929
164    164                 0.100000                0.212766                 0.127887                0.319149                118               47                19               41                 4               13                10               24                 6            125              39  0.016907
165    165                 0.100000                0.212766                 0.127887                0.319149                118               47                19               42                 4               13                10               24                 6            126              39  0.016424
166    166                 0.100000                0.212766                 0.127887                0.319149                118               47                19               42                 4               13                10               24                 7            126              40  0.017055
167    167                 0.100000                0.212766                 0.127887                0.319149                118               47                19               42                 4               13                10               25                 7            127              40  0.016324
168    168                 0.100000                0.212766                 0.127887                0.319149                118               48                19               42                 4               13                10               25                 7            128              40  0.015880
169    169                 0.104762                0.212766                 0.134216                0.319149                118               48                20               42                 4               13                10               25                 7            128              41  0.015969
170    170                 0.100000                0.212766                 0.127887                0.319149                118               48                20               42                 4               13                10               26                 7            129              41  0.015806
171    171                 0.104762                0.212766                 0.134216                0.319149                118               48                20               42                 4               13                10               26                 8            129              42  0.015477
172    172                 0.100000                0.212766                 0.127887                0.319149                118               48                20               43                 4               13                10               26                 8            130              42  0.016184
173    173                 0.100000                0.212766                 0.127887                0.319149                118               48                20               44                 4               13                10               26                 8            131              42  0.015888
174    174                 0.104762                0.212766                 0.134216                0.319149                118               48                21               44                 4               13                10               26                 8            131              43  0.016223
175    175                 0.100000                0.212766                 0.127887                0.319149                118               48                21               44                 4               13                10               27                 8            132              43  0.015572
176    176                 0.104762                0.212766                 0.134216                0.319149                118               48                21               44                 5               13                10               27                 8            132              44  0.016314
177    177                 0.100000                0.212766                 0.127887                0.319149                118               48                21               44                 5               13                10               28                 8            133              44  0.017697
178    178                 0.100000                0.212766                 0.127887                0.319149                118               49                21               44                 5               13                10               28                 8            134              44  0.016267
179    179                 0.104762                0.212766                 0.134216                0.319149                118               49                21               44                 5               13                10               28                 9            134              45  0.016155
180    180                 0.104762                0.212766                 0.134216                0.319149                118               49                21               44                 5               13                11               28                 9            134              46  0.016938
181    181                 0.104762                0.212766                 0.134216                0.319149                118               49                21               44                 5               13                11               29                 9            135              46  0.016625
182    182                 0.100000                0.212766                 0.127887                0.319149                118               49                21               45                 5               13                11               29                 9            136              46  0.015616
183    183                 0.100000                0.212766                 0.127887                0.319149                118               49                21               45                 5               13                11               30                 9            137              46  0.016567
184    184                 0.100000                0.212766                 0.127887                0.319149                118               49                21               45                 5               13                11               31                 9            138              46  0.016034
185    185                 0.100000                0.212766                 0.127887                0.319149                118               50                21               45                 5               13                11               31                 9            139              46  0.015957
186    186                 0.100000                0.212766                 0.127887                0.319149                118               50                22               45                 5               13                11               31                 9            139              47  0.015571
187    187                 0.104762                0.212766                 0.134216                0.319149                118               50                22               45                 5               13                11               31                10            139              48  0.016007
188    188                 0.104762                0.212766                 0.134216                0.319149                118               50                22               45                 5               14                11               31                10            140              48  0.015785
189    189                 0.104762                0.212766                 0.134216                0.319149                118               51                22               45                 5               14                11               31                10            141              48  0.019109
190    190                 0.104762                0.212766                 0.134216                0.319149                118               51                22               45                 5               14                11               32                10            142              48  0.016982
191    191                 0.104762                0.212766                 0.134216                0.319149                118               51                22               45                 5               14                11               33                10            143              48  0.016781
192    192                 0.104762                0.212766                 0.134216                0.319149                118               51                22               46                 5               14                11               33                10            144              48  0.015778
193    193                 0.104762                0.212766                 0.134216                0.319149                118               51                22               46                 5               14                11               34                10            145              48  0.014849
194    194                 0.100000                0.205674                 0.127887                0.308511                118               51                22               47                 5               14                11               34                10            146              48  0.016140
195    195                 0.100000                0.205674                 0.127887                0.308511                118               51                23               47                 5               14                11               34                10            146              49  0.015485
196    196                 0.100000                0.205674                 0.127887                0.308511                118               51                23               47                 5               15                11               34                10            147              49  0.015896
197    197                 0.104762                0.205674                 0.134216                0.308511                118               51                23               47                 5               15                11               34                11            147              50  0.015538
198    198                 0.100000                0.205674                 0.127887                0.308511                118               51                23               48                 5               15                11               34                11            148              50  0.015859
199    199                 0.100000                0.205674                 0.127887                0.308511                118               51                23               48                 5               15                11               34                12            148              51  0.015318
200    200                 0.100000                0.205674                 0.127887                0.308511                118               51                23               48                 5               16                11               34                12            149              51  0.015950
201    201                 0.100000                0.205674                 0.127887                0.308511                118               52                23               48                 5               16                11               34                12            150              51  0.015123
202    202                 0.100000                0.205674                 0.127887                0.308511                118               52                23               49                 5               16                11               34                12            151              51  0.014915
203    203                 0.100000                0.205674                 0.127887                0.308511                118               52                24               49                 5               16                11               34                12            151              52  0.015991
204    204                 0.100000                0.205674                 0.127887                0.308511                118               52                24               49                 5               16                11               35                12            152              52  0.019132
205    205                 0.100000                0.205674                 0.127887                0.308511                118               52                24               49                 5               16                11               35                13            152              53  0.017890
206    206                 0.100000                0.205674                 0.127887                0.308511                118               52                24               49                 5               16                11               36                13            153              53  0.015663
207    207                 0.095238                0.205674                 0.121558                0.308511                118               52                24               50                 5               16                11               36                13            154              53  0.015473
208    208                 0.095238                0.205674                 0.121558                0.308511                118               52                24               51                 5               16                11               36                13            155              53  0.015322
209    209                 0.095238                0.205674                 0.121558                0.308511                118               52                24               52                 5               16                11               36                13            156              53  0.015045
210    210                 0.090476                0.205674                 0.115229                0.308511                118               52                24               52                 5               16                11               37                13            157              53  0.014611
211    211                 0.090476                0.205674                 0.115229                0.308511                118               52                24               52                 5               17                11               37                13            158              53  0.015200
212    212                 0.090476                0.205674                 0.115229                0.308511                118               52                24               53                 5               17                11               37                13            159              53  0.015650
213    213                 0.090476                0.205674                 0.115229                0.308511                118               52                25               53                 5               17                11               37                13            159              54  0.014783
214    214                 0.090476                0.205674                 0.115229                0.308511                118               52                25               53                 5               18                11               37                13            160              54  0.014873
215    215                 0.095238                0.205674                 0.121558                0.308511                118               52                26               53                 5               18                11               37                13            160              55  0.015993
216    216                 0.095238                0.205674                 0.121558                0.308511                118               52                26               53                 5               18                11               37                14            160              56  0.015004
217    217                 0.090476                0.205674                 0.115229                0.308511                118               52                26               53                 5               18                11               38                14            161              56  0.014835
218    218                 0.090476                0.205674                 0.115229                0.308511                118               53                26               53                 5               18                11               38                14            162              56  0.014777
219    219                 0.090476                0.205674                 0.115229                0.308511                118               53                27               53                 5               18                11               38                14            162              57  0.015344
220    220                 0.085714                0.205674                 0.108899                0.308511                118               53                27               54                 5               18                11               38                14            163              57  0.014857
221    221                 0.085714                0.205674                 0.108899                0.308511                118               53                27               54                 5               18                11               39                14            164              57  0.015187
222    222                 0.085714                0.205674                 0.108899                0.308511                118               53                27               55                 5               18                11               39                14            165              57  0.015151
223    223                 0.090476                0.205674                 0.115229                0.308511                118               53                27               55                 5               18                11               39                15            165              58  0.014946
224    224                 0.085714                0.205674                 0.108899                0.308511                118               53                27               56                 5               18                11               39                15            166              58  0.014525
225    225                 0.085714                0.205674                 0.108899                0.308511                119               53                27               56                 5               18                11               40                15            167              58  0.014232
226    226                 0.085714                0.198582                 0.108899                0.297872                119               53                27               57                 5               18                11               40                15            168              58  0.017436
227    227                 0.085714                0.198582                 0.108899                0.297872                119               53                27               57                 5               18                11               41                15            169              58  0.014946
228    228                 0.085714                0.198582                 0.108899                0.297872                119               53                27               57                 5               19                11               41                15            170              58  0.014749
229    229                 0.085714                0.198582                 0.108899                0.297872                119               53                27               57                 5               19                11               42                15            171              58  0.014366
230    230                 0.085714                0.198582                 0.108899                0.297872                119               53                27               58                 5               19                11               42                15            172              58  0.014646
231    231                 0.085714                0.198582                 0.108899                0.297872                119               53                27               58                 5               19                11               42                16            172              59  0.014816
232    232                 0.085714                0.198582                 0.108899                0.297872                120               53                27               58                 5               19                11               43                16            173              59  0.014479
233    233                 0.085714                0.198582                 0.108899                0.297872                120               53                27               58                 5               19                11               44                16            174              59  0.014068
234    234                 0.085714                0.198582                 0.108899                0.297872                120               53                27               58                 5               19                11               44                17            174              60  0.014069
235    235                 0.090476                0.198582                 0.115229                0.297872                120               53                27               58                 6               19                11               44                17            174              61  0.013621
236    236                 0.090476                0.198582                 0.115229                0.297872                120               53                27               58                 6               19                11               45                17            175              61  0.014120
237    237                 0.090476                0.198582                 0.115229                0.297872                121               53                27               58                 6               19                11               46                17            176              61  0.013474
238    238                 0.090476                0.205674                 0.115229                0.308511                121               54                27               58                 6               19                11               46                17            177              61  0.013663
239    239                 0.090476                0.205674                 0.115229                0.308511                121               54                27               59                 6               19                11               46                17            178              61  0.013293
240    240                 0.090476                0.205674                 0.115229                0.308511                121               54                27               59                 6               19                12               46                17            178              62  0.013796
241    241                 0.090476                0.198582                 0.115229                0.297872                122               54                27               59                 6               19                12               47                17            179              62  0.013571
